41,20,10.000000,50.000000,1.000000
10,0.035705,29,29,-1.2422e-09,-2.856e-06,0.00012632,7.8823e-46,6.5686e-47,1.2422e-09,2.856e-06,-0.00012632,0,0.035705
10,0.032135,28,28,6.9481e-09,-3.3168e-06,0.00012841,2.1684e-19,1.5247e-17,-6.9481e-09,3.3168e-06,-0.00012841,1.3553e-20,0.032135
10,0.028564,26,26,-2.4373e-09,-3.1236e-06,0.00012512,2.9273e-33,1.9259e-34,-2.4373e-09,3.3771e-06,-0.00012841,1.6941e-21,0.028564
10,0.024994,25,25,-1.3507e-08,-2.5238e-06,0.00011153,0,-1.2807e-18,1.3507e-08,2.5238e-06,-0.00011153,2.7105e-20,0.024994
10,0.021423,23,23,-1.308e-08,-2.9198e-06,0.00011457,0,1.8672e-18,-1.308e-08,4.1232e-06,-0.00012841,6.7763e-21,0.021423
10,0.017853,21,21,-1.5795e-08,-3.1921e-06,0.00011448,0,-8.2011e-19,-1.5795e-08,4.5188e-06,-0.00012841,0,0.017853
10,0.014282,19,19,-2.6936e-08,-3.1409e-06,0.00010896,0,-7.7279e-19,-2.6936e-08,5.1881e-06,-0.00012841,3.2526e-19,0.014282
10,0.010712,16,16,1.1272e-08,-5.591e-06,0.00012841,0,-2.1549e-18,-1.1272e-08,5.591e-06,-0.00012841,0,0.010712
10,0.0071411,13,13,9.749e-09,-6.7542e-06,0.00012841,0,2.6834e-18,-9.749e-09,6.7542e-06,-0.00012841,0,0.0071411
10,0.0035705,10,10,2.1296e-07,-1.14e-05,0.00012841,0,-1.8025e-18,-2.1296e-07,1.14e-05,-0.00012841,0,0.0035705
10,-0.035705,29,29,-1.2422e-09,3e-06,-0.00012841,1.5761e-34,-1.4264e-33,-1.2422e-09,-2.856e-06,0.00012632,3.3881e-21,-0.035705
10,-0.032135,28,28,6.9481e-09,2.5387e-06,-0.00011752,0,-4.3482e-19,-6.9481e-09,-2.5387e-06,0.00011752,6.7763e-21,-0.032135
10,-0.028564,26,26,-2.4373e-09,3.3771e-06,-0.00012841,0,-5.0398e-20,-2.4373e-09,-3.1236e-06,0.00012512,-1.6941e-21,-0.028564
10,-0.024994,25,25,1.3507e-08,2.5238e-06,-0.00011153,2.7105e-20,-1.2739e-18,-1.3507e-08,-2.5238e-06,0.00011153,2.7105e-20,-0.024994
10,-0.021423,23,23,1.308e-08,2.9198e-06,-0.00011457,0,2.0329e-18,-1.308e-08,-2.9198e-06,0.00011457,0,-0.021423
10,-0.017853,21,21,-1.5795e-08,4.5188e-06,-0.00012841,-3.2526e-19,-4.906e-18,-1.5795e-08,-3.1921e-06,0.00011448,1.3553e-20,-0.017853
10,-0.014282,19,19,2.6936e-08,3.1409e-06,-0.00010896,0,7.7279e-19,2.6936e-08,-5.1881e-06,0.00012841,-3.2526e-19,-0.014282
10,-0.010712,16,16,-1.1272e-08,5.591e-06,-0.00012841,0,2.1549e-18,-1.1272e-08,-4.8696e-06,0.00012264,0,-0.010712
10,-0.0071411,13,14,9.749e-09,6.2473e-06,-0.00012512,0,2.3843e-20,-9.7501e-08,-2.4749e-06,9.0192e-05,-1.0842e-19,-0.0071411
10,-0.0035705,10,10,-2.1296e-07,1.14e-05,-0.00012841,0,1.8025e-18,-2.1296e-07,-2.8819e-06,8.582e-05,-2.7105e-20,-0.0035705
11,0.029509,32,32,-1.2269e-09,-1.7225e-06,8.5195e-05,-9.5293e-30,-1.1322e-30,-1.2269e-09,1.8796e-06,-8.7708e-05,0,0.029509
11,0.026558,31,31,-4.9956e-09,-1.4732e-06,7.8106e-05,0,3.0486e-18,4.9956e-09,1.4732e-06,-7.8106e-05,-6.3109e-30,0.026558
11,0.023607,29,29,4.1585e-09,-2.1771e-06,8.7708e-05,-2.1684e-19,-1.7686e-18,-4.1585e-09,2.1771e-06,-8.7708e-05,1.3553e-20,0.023607
11,0.020656,27,27,3.708e-09,-2.2991e-06,8.7708e-05,-1.0842e-19,7.6504e-18,3.708e-09,1.8986e-06,-8.2301e-05,0,0.020656
11,0.017705,25,25,4.3561e-09,-2.4841e-06,8.7708e-05,-1.0842e-19,-4.6892e-18,-4.3561e-09,2.4841e-06,-8.7708e-05,0,0.017705
11,0.014754,23,23,7.6268e-09,-2.7761e-06,8.7708e-05,0,-8.0231e-18,7.6268e-09,2.0745e-06,-7.9638e-05,0,0.014754
11,0.011803,21,21,-1.6807e-08,-1.8432e-06,7.2884e-05,0,-8.7268e-19,1.6807e-08,1.8432e-06,-7.2884e-05,0,0.011803
11,0.0088526,18,18,-1.7713e-08,-2.3982e-06,7.6229e-05,0,2.9066e-19,-1.7713e-08,3.6735e-06,-8.7708e-05,1.0842e-19,0.0088526
11,0.0059017,15,15,-4.0079e-08,-2.295e-06,6.9672e-05,0,-8.0126e-19,-4.0079e-08,4.6997e-06,-8.7708e-05,0,0.0059017
11,0.0029509,11,11,1.2021e-07,-7.0787e-06,8.7708e-05,0,8.1315e-19,1.2021e-07,1.7894e-06,-5.8616e-05,0,0.0029509
11,-0.029509,32,32,-1.2269e-09,1.8796e-06,-8.7708e-05,-5.0822e-21,1.6941e-21,-1.2269e-09,-1.7225e-06,8.5195e-05,5.6424e-36,-0.029509
11,-0.026558,31,31,4.9956e-09,1.4732e-06,-7.8106e-05,0,-3.0486e-18,-4.9956e-09,-1.4732e-06,7.8106e-05,0,-0.026558
11,-0.023607,29,29,-4.1585e-09,2.1771e-06,-8.7708e-05,3.2526e-19,-1.7686e-18,-4.1585e-09,-1.6947e-06,8.0713e-05,1.3553e-20,-0.023607
11,-0.020656,27,27,-3.708e-09,2.2991e-06,-8.7708e-05,1.0842e-19,7.6504e-18,-3.708e-09,-1.8986e-06,8.2301e-05,0,-0.020656
11,-0.017705,25,25,-4.3561e-09,2.4841e-06,-8.7708e-05,1.0842e-19,-4.696e-18,-4.3561e-09,-2.0485e-06,8.2262e-05,2.7105e-20,-0.017705
11,-0.014754,23,23,-7.6268e-09,2.7761e-06,-8.7708e-05,0,8.0231e-18,-7.6268e-09,-2.0745e-06,7.9638e-05,0,-0.014754
11,-0.011803,21,21,1.6807e-08,1.8432e-06,-7.2884e-05,0,8.7268e-19,-1.6807e-08,-1.8432e-06,7.2884e-05,0,-0.011803
11,-0.0088526,18,18,-1.7713e-08,3.6735e-06,-8.7708e-05,0,4.6892e-18,1.7713e-08,-3.6735e-06,8.7708e-05,-1.0842e-19,-0.0088526
11,-0.0059017,15,15,4.0079e-08,2.295e-06,-6.9672e-05,0,8.572e-18,-4.0079e-08,-2.295e-06,6.9672e-05,0,-0.0059017
11,-0.0029509,11,11,-1.2021e-07,7.0787e-06,-8.7708e-05,0,-8.1315e-19,1.2021e-07,-7.0787e-06,8.7708e-05,0,-0.0029509
12,0.024795,35,35,9.8267e-10,-1.2254e-06,6.1927e-05,-1.0842e-19,-5.36e-18,-9.8267e-10,1.2254e-06,-6.1927e-05,0,0.024795
12,0.022316,33,33,4.1414e-10,-1.2693e-06,6.1927e-05,0,1.0618e-17,-4.1414e-10,1.2693e-06,-6.1927e-05,0,0.022316
12,0.019836,31,31,3.3261e-12,-1.3319e-06,6.1927e-05,-1.0842e-19,5.0009e-18,3.3261e-12,1.3315e-06,-6.1921e-05,0,0.019836
12,0.017357,29,29,-1.4745e-11,-1.4225e-06,6.1903e-05,0,-3.8532e-21,-1.4745e-11,1.4242e-06,-6.1927e-05,0,0.017357
12,0.014877,27,27,9.6569e-10,-1.5638e-06,6.1927e-05,0,-2.331e-18,-9.6569e-10,1.5638e-06,-6.1927e-05,0,0.014877
